target_id	length	eff_length	est_counts	tpm
FBtr0343774	1218	997.514	61.0723	2.75909
FBtr0088043	2069	1848.51	264.792	6.45538
FBtr0306003	2978	2757.51	109.208	1.78476
FBtr0473595	1606	1385.51	14	0.455363
FBtr0473594	1573	1352.51	0	0
FBtr0110918	11374	11153.5	2187.9	8.84009
FBtr0083765	10593	10372.5	0.15989	0.000694669
FBtr0334562	12758	12537.5	1127.3	4.052
FBtr0110917	13484	13263.5	0	0
FBtr0083766	5814	5593.51	0	0
FBtr0110916	4821	4600.51	61.2259	0.599749
FBtr0110915	6597	6376.51	2216.6	15.6655
FBtr0334564	10644	10423.5	40.2531	0.174031
FBtr0110919	11964	11743.5	7.77829	0.0298488
FBtr0334563	4723	4502.51	838.461	8.39206
FBtr0083764	11661	11440.5	505.136	1.98977
FBtr0334565	5187	4966.51	1730.18	15.6993
FBtr0079994	1224	1003.51	236	10.5981
FBtr0078033	2922	2701.51	11.9892	0.199997
FBtr0078031	3026	2805.51	230.01	3.69466
FBtr0078032	2903	2682.51	13.0011	0.218414
FBtr0306577	1617	1396.51	0	0
FBtr0331414	1689	1468.51	0	0
FBtr0072963	1560	1339.51	16.7912	0.564905
FBtr0072964	1488	1267.51	0	0
FBtr0072966	1245	1024.51	4.20878	0.185131
FBtr0072965	1449	1228.51	0	0
FBtr0091804	534	314.115	0	0
FBtr0084681	1892	1671.51	5.85075	0.15774
FBtr0084682	4018	3797.51	3.14925	0.0373722
FBtr0290131	4246	4025.51	0	0
FBtr0330171	4246	4025.51	0	0
FBtr0289942	1435	1214.51	200	7.4211
FBtr0340657	699	478.567	0	0
FBtr0332395	1817	1596.51	66.1116	1.86615
FBtr0074687	2442	2221.51	78.13	1.58493
FBtr0076031	1067	846.514	180	9.5825
FBtr0084049	1090	869.514	680	35.243
FBtr0070530	1509	1288.51	0	0
FBtr0310466	1518	1297.51	0	0
FBtr0112493	770	549.514	0	0
FBtr0088793	2445	2224.51	707	14.3227
FBtr0088792	3027	2806.51	0	0
FBtr0072333	846	625.514	1	0.0720449
FBtr0088464	887	666.514	162.861	11.0116
FBtr0087815	1947	1726.51	2	0.0522036
FBtr0301794	6590	6369.51	6.71963e-05	4.75423e-07
FBtr0301793	6672	6451.51	42.0406	0.293662
FBtr0343528	6060	5839.51	92.4967	0.713822
FBtr0343529	6059	5838.51	0	0
FBtr0301796	6591	6370.51	2.9131e-07	2.06073e-09
FBtr0070725	5480	5259.51	32.248	0.276311
FBtr0070724	6568	6347.51	117.215	0.832183
FBtr0301567	418	201.592	1	0.223546
FBtr0082883	2427	2206.51	1565.19	31.967
FBtr0344767	3521	3300.51	241.155	3.29273
FBtr0344766	2823	2602.51	887.654	15.3706
FBtr0303159	4539	4318.51	267.069	2.78696
FBtr0303160	1324	1103.51	5.95658	0.243254
FBtr0300475	2401	2180.51	264.164	5.45953
FBtr0084587	1855	1634.51	137.793	3.79909
FBtr0087577	2700	2479.51	3	0.054525
FBtr0088959	3152	2931.51	17.0338	0.261854
FBtr0076393	1617	1396.51	8	0.258158
FBtr0073011	1996	1775.51	0	0
FBtr0084942	1408	1187.51	60	2.27695
FBtr0340019	6244	6023.51	0	0
FBtr0087209	5514	5293.51	0	0
FBtr0084572	4088	3867.51	17	0.198088
FBtr0305131	1034	813.514	9.96916e-05	5.52248e-06
FBtr0085847	1145	924.514	0	0
FBtr0085848	1106	885.514	11.3529	0.577765
FBtr0344004	1028	807.514	1.64702	0.0919155
FBtr0070392	891	670.514	0	0
FBtr0345608	1100	879.514	0	0
FBtr0089798	934	713.514	136.304	8.60887
FBtr0273421	930	709.514	64.248	4.08074
FBtr0089797	942	721.514	31.448	1.96422
FBtr0070007	1131	910.514	818	40.4862
FBtr0086774	2799	2578.51	501.422	8.76345
FBtr0086773	2561	2340.51	1173.58	22.5965
FBtr0078477	2868	2647.51	16421.9	279.528
FBtr0309869	4686	4465.51	835.135	8.42802
FBtr0300305	309	107.16	0	0
FBtr0344400	869	648.514	585.218	40.6667
FBtr0344398	1155	934.514	0	0
FBtr0344401	1169	948.514	134.188	6.37543
FBtr0344399	840	619.514	45.5939	3.31662
FBtr0302559	2531	2310.51	0	0
FBtr0346506	2597	2376.51	0	0
FBtr0070067	3376	3155.51	0.000178555	2.55002e-06
FBtr0070068	3402	3181.51	0	0
FBtr0070066	3352	3131.51	3.99982	0.0575608
FBtr0342962	4130	3909.51	0	0
FBtr0344149	3428	3207.51	0	0
FBtr0087763	1280	1059.51	625.517	26.6056
FBtr0087762	1287	1066.51	18.483	0.780994
FBtr0302991	702	481.567	0	0
FBtr0086904	5684	5463.51	1528	12.6035
FBtr0340217	5681	5460.51	0	0
FBtr0078101	1841	1620.51	395.703	11.0042
FBtr0306540	1430	1209.51	47.7726	1.77995
FBtr0301733	1694	1473.51	132.794	4.06131
FBtr0331680	1536	1315.51	23.9772	0.821379
FBtr0302164	1458	1237.51	360.753	13.1371
FBtr0070411	3175	2954.51	2753.44	41.9981
FBtr0300792	3387	3166.51	310.561	4.41984
FBtr0301093	4774	4553.51	103.093	1.02029
FBtr0082119	2993	2772.51	3717.01	60.4172
FBtr0302382	4378	4157.51	18.8995	0.20486
FBtr0085477	3565	3344.51	1015.19	13.679
FBtr0333822	4765	4544.51	1052.81	10.4401
FBtr0308948	740	519.567	2	0.173472
FBtr0273437	11349	11128.5	479	1.93972
FBtr0079098	898	677.514	180	11.9728
FBtr0329949	3118	2897.51	145.781	2.26733
FBtr0305255	2815	2594.51	40.8384	0.709338
FBtr0080148	2292	2071.51	0	0
FBtr0340223	3037	2816.51	234.582	3.75338
FBtr0329950	2833	2612.51	1403.74	24.2141
FBtr0305256	2914	2693.51	16.0403	0.26837
FBtr0078677	3363	3142.51	1035	14.8424
FBtr0110817	428	211.092	156	33.3037
FBtr0075375	798	577.514	0	0
FBtr0080997	3306	3085.51	7.34566e-08	1.07286e-09
FBtr0080996	3266	3045.51	2	0.0295944
FBtr0306165	3318	3097.51	0	0
FBtr0086525	1718	1497.51	126	3.79176
FBtr0307279	2521	2300.51	19.9434	0.390675
FBtr0307280	2599	2378.51	213.057	4.03673
FBtr0342988	3161	2940.51	899.011	13.7779
FBtr0071820	2533	2312.51	95.9892	1.87059
FBtr0339190	2111	1890.51	11154.3	265.891
FBtr0300915	2114	1893.51	141471	3366.97
FBtr0077198	2026	1805.51	1417	35.3679
FBtr0290055	1408	1187.51	414	15.7109
FBtr0330281	2332	2111.51	0	0
FBtr0304643	1067	846.514	0	0
FBtr0304644	479	260.354	1	0.173092
FBtr0077514	676	455.567	85.8197	8.48938
FBtr0334833	885	664.514	3.18029	0.215677
FBtr0346316	1588	1367.51	221.332	7.29378
FBtr0073692	1521	1300.51	12.269	0.425143
FBtr0343649	1415	1194.51	761.399	28.7251
FBtr0073944	3455	3234.51	21.1406	0.294543
FBtr0343366	3240	3019.51	0	0
FBtr0073943	3302	3081.51	11.8594	0.173436
FBtr0343365	3395	3174.51	0	0
FBtr0339180	1418	1197.51	5	0.188161
FBtr0339181	1939	1718.51	0	0
FBtr0081740	1851	1630.51	0	0
FBtr0474164	5277	5056.51	146.55	1.3061
FBtr0301655	5196	4975.51	0	0
FBtr0083209	5903	5682.51	13.0677	0.103634
FBtr0474165	4819	4598.51	0	0
FBtr0083208	4989	4768.51	14.4797	0.136841
FBtr0083205	5972	5751.51	0	0
FBtr0083207	5171	4950.51	0	0
FBtr0083206	4843	4622.51	12.1393	0.118347
FBtr0310672	2968	2747.51	193.497	3.17377
FBtr0083210	4819	4598.51	0	0
FBtr0083204	5235	5014.51	1987.27	17.8594
FBtr0344384	5288	5067.51	0	0
FBtr0113241	2206	1985.51	4	0.0907878
FBtr0083253	2398	2177.51	0	0
FBtr0091833	493	273.871	0	0
FBtr0088431	3072	2851.51	226.462	3.57899
FBtr0071236	3101	2880.51	9	0.140803
FBtr0071237	3227	3006.51	0	0
FBtr0333147	3118	2897.51	0	0
FBtr0333146	3006	2785.51	0	0
FBtr0071238	3241	3020.51	0	0
FBtr0071576	2797	2576.51	162	2.8335
FBtr0076471	1206	985.514	799	36.5363
FBtr0083511	702	481.567	0	0
FBtr0079613	1245	1024.51	2034	89.4692
FBtr0085946	1727	1506.51	0	0
FBtr0081552	637	416.653	0	0
FBtr0079287	2672	2451.51	1432.7	26.3368
FBtr0343155	2595	2374.51	650.297	12.3418
FBtr0308060	318	114.13	0	0
FBtr0080550	1092	871.514	13	0.672217
FBtr0343666	1154	933.514	0	0
FBtr0331732	2708	2487.51	0	0
FBtr0071279	3081	2860.51	0	0
FBtr0084532	1971	1750.51	152	3.91308
FBtr0088565	3791	3570.51	479	6.04568
FBtr0073916	3684	3463.51	1	0.0130114
FBtr0345512	3540	3319.51	5.02957	0.0682805
FBtr0307181	2880	2659.51	10.0097	0.169614
FBtr0345818	979	758.514	0	0
FBtr0086499	884	663.514	142	9.64448
FBtr0111230	2590	2369.51	17	0.323318
FBtr0301072	5640	5419.51	1.00271	0.00833788
FBtr0333927	6650	6429.51	0	0
FBtr0113217	1017	796.514	489.98	27.7221
FBtr0091774	605	384.732	0	0
FBtr0071124	1823	1602.51	0	0
FBtr0075157	661	440.611	129	13.194
FBtr0079827	5339	5118.51	519.007	4.56951
FBtr0079826	5480	5259.51	3253.48	27.8768
FBtr0079825	5535	5314.51	5811.08	49.2758
FBtr0079828	4876	4655.51	1970.44	19.0737
FBtr0445191	6490	6269.51	1	0.00718798
FBtr0076282	1897	1676.51	0	0
FBtr0076281	1957	1736.51	0	0
FBtr0082635	1592	1371.51	97.0596	3.18918
FBtr0303028	1650	1429.51	73.9404	2.33096
FBtr0081516	4704	4483.51	3	0.0301539
FBtr0070541	557	337.017	1	0.133718
FBtr0113137	710	489.567	0	0
FBtr0113136	471	252.458	0	0
FBtr0085955	2140	1919.51	815	19.1341
FBtr0086327	532	312.146	0	0
FBtr0340600	529	309.208	0	0
FBtr0333711	990	769.514	0	0
FBtr0075071	988	767.514	0	0
FBtr0303485	6683	6462.51	106.767	0.744518
FBtr0303486	6686	6465.51	104.233	0.726514
FBtr0087755	3269	3048.51	2519.64	37.247
FBtr0330735	3284	3063.51	1443.72	21.2376
FBtr0330736	3269	3048.51	2519.64	37.247
FBtr0085736	801	580.514	0	0
FBtr0075313	3691	3470.51	629.364	8.17239
FBtr0331559	3694	3473.51	537.666	6.97565
FBtr0079109	1804	1583.51	0	0
FBtr0334919	2132	1911.51	317.732	7.49072
FBtr0083979	1386	1165.51	189.869	7.34138
FBtr0113257	1685	1464.51	1197.4	36.8456
FBtr0336955	1935	1714.51	0	0
FBtr0343201	1800	1579.51	31.3071	0.893223
FBtr0074386	5088	4867.51	454.732	4.21006
FBtr0346797	2075	1854.51	38.5134	0.935884
FBtr0302376	4573	4352.51	9.58112	0.0992011
FBtr0302377	1967	1746.51	487.965	12.5909
FBtr0302375	4563	4342.51	195.901	2.033
FBtr0084739	2690	2469.51	201.928	3.6849
FBtr0331697	2035	1814.51	27.0719	0.672356
FBtr0073918	967	746.514	0	0
FBtr0088709	746	525.514	2	0.171509
FBtr0307204	1417	1196.51	5153.9	194.115
FBtr0079869	2055	1834.51	1960.1	48.1502
FBtr0114538	908	687.514	0	0
FBtr0333061	630	409.694	527.864	58.0635
FBtr0087982	449	231.183	883.136	172.153
FBtr0339950	3335	3114.51	0	0
FBtr0087636	1061	840.514	5.81019	0.31152
FBtr0087634	1123	902.514	0	0
FBtr0087633	2642	2421.51	9.18981	0.171025
FBtr0339951	1108	887.514	0	0
FBtr0087635	1433	1212.51	0	0
FBtr0076576	1179	958.514	0	0
FBtr0302379	1667	1446.51	326	10.1563
FBtr0335138	2378	2157.51	131.023	2.73674
FBtr0080883	2070	1849.51	319.21	7.77785
FBtr0273416	1082	861.514	261	13.6527
FBtr0078640	1118	897.514	0	0
FBtr0079594	928	707.514	0	0
FBtr0302990	2326	2105.51	0	0
FBtr0080560	2433	2212.51	0	0
FBtr0073542	6736	6515.51	2588	17.9001
FBtr0346263	1930	1709.51	11.3416	0.298979
FBtr0346264	2975	2754.51	18.785	0.307332
FBtr0342712	2026	1805.51	5	0.124799
FBtr0080542	2026	1805.51	5	0.124799
FBtr0309960	2135	1914.51	0	0
FBtr0452121	2234	2013.51	3794.45	84.9249
FBtr0075958	1464	1243.51	851.75	30.8675
FBtr0080123	1402	1181.51	0	0
FBtr0340247	2184	1963.51	0	0
FBtr0081898	1490	1269.51	13	0.461473
FBtr0339330	2108	1887.51	0	0
FBtr0088675	4523	4302.51	65	0.680819
FBtr0074631	994	773.514	10005.7	582.933
FBtr0074632	805	584.514	96.9048	7.47121
FBtr0334453	950	729.514	50.9741	3.14888
FBtr0336706	4288	4067.51	68.7504	0.761705
FBtr0336705	4276	4055.51	117.349	1.30399
FBtr0078965	4410	4189.51	77.7728	0.836575
FBtr0078966	4312	4091.51	1990.13	21.9198
FBtr0074203	1347	1126.51	575	23.0023
FBtr0075217	417	200.633	6513	1462.92
FBtr0332982	2582	2361.51	214.636	4.09593
FBtr0114509	2773	2552.51	13.3639	0.235943
FBtr0078538	862	641.514	3	0.210744
FBtr0474158	4187	3966.51	0	0
FBtr0331514	6425	6204.51	364.28	2.64587
FBtr0331512	3116	2895.51	21.1198	0.328703
FBtr0331513	4187	3966.51	0	0
FBtr0331511	2098	1877.51	0	0
FBtr0474159	4187	3966.51	0	0
FBtr0331515	8400	8179.51	127.297	0.701347
FBtr0345503	692	471.567	0	0
FBtr0071929	569	348.913	16	2.06654
FBtr0091753	558	338.017	0	0
FBtr0071444	3091	2870.51	5257.52	82.5395
FBtr0473369	1836	1615.51	1329.09	37.0751
FBtr0073451	799	578.514	41	3.19382
FBtr0086627	3403	3182.51	771	10.9175
FBtr0339087	2010	1789.51	4611.27	116.125
FBtr0339086	2131	1910.51	10349.8	244.131
FBtr0343178	2174	1953.51	0	0
FBtr0343179	1373	1152.51	0	0
FBtr0110784	574	353.878	0	0
FBtr0077212	1785	1564.51	218	6.27939
FBtr0087627	3859	3638.51	0	0
FBtr0082619	1561	1340.51	0	0
FBtr0305316	2482	2261.51	469.786	9.36141
FBtr0081643	2574	2353.51	324.214	6.20806
FBtr0299669	1774	1553.51	1	0.0290085
FBtr0081108	1900	1679.51	0	0
FBtr0081105	1807	1586.51	1032.15	29.3183
FBtr0081107	1888	1667.51	0	0
FBtr0081106	1903	1682.51	31.8533	0.853173
FBtr0331932	768	547.514	410.352	33.7755
FBtr0078056	601	380.732	24689.6	2922.37
FBtr0075891	1389	1168.51	0	0
FBtr0080087	1535	1314.51	1957.15	67.0965
FBtr0302378	1797	1576.51	55.4759	1.58579
FBtr0300982	1655	1434.51	2.37159	0.0745034
FBtr0076001	1830	1609.51	6788	190.059
FBtr0333381	1619	1398.51	0	0
FBtr0076701	1040	819.514	0	0
FBtr0085035	965	744.514	0	0
FBtr0333162	4411	4190.51	2.23494	0.0240347
FBtr0072449	2536	2315.51	2.76506	0.0538143
FBtr0344239	4596	4375.51	0	0
FBtr0344241	4713	4492.51	0	0
FBtr0331857	4695	4474.51	0	0
FBtr0344242	4464	4243.51	0	0
FBtr0309280	5420	5199.51	0	0
FBtr0344240	4539	4318.51	0	0
FBtr0309277	2629	2408.51	0	0
FBtr0309276	4491	4270.51	0	0
FBtr0344238	4389	4168.51	0	0
FBtr0309278	4770	4549.51	0	0
FBtr0347410	1202	981.514	3028.28	139.04
FBtr0343856	1113	892.514	76.9591	3.88584
FBtr0343857	1185	964.514	6.77019	0.316325
FBtr0081321	1130	909.514	3603.99	178.572
FBtr0075129	699	478.567	0	0
FBtr0072405	1361	1140.51	276.659	10.9316
FBtr0072406	755	534.514	24045.3	2027.27
FBtr0072802	663	442.611	0	0
FBtr0334081	1063	842.514	0	0
FBtr0305219	2801	2580.51	0	0
FBtr0333665	2676	2455.51	0	0
FBtr0084881	2806	2585.51	0	0
FBtr0333663	2840	2619.51	0	0
FBtr0333664	10175	9954.51	1.6079	0.00727914
FBtr0305218	2888	2667.51	0	0
FBtr0084882	3984	3763.51	1.3921	0.0166693
FBtr0302107	5683	5462.51	0	0
FBtr0299519	1440	1219.51	1	0.0369533
FBtr0081281	4949	4728.51	2	0.019061
FBtr0302108	5429	5208.51	0	0
FBtr0081280	5680	5459.51	0	0
FBtr0100323	1660	1439.51	0	0
FBtr0100320	1051	830.514	9.15409	0.496717
FBtr0100321	723	502.567	4314.85	386.912
FBtr0086862	1969	1748.51	15	0.386601
FBtr0301182	1990	1769.51	0	0
FBtr0301183	3133	2912.51	0	0
FBtr0299817	3112	2891.51	0	0
FBtr0089879	1125	904.514	467.839	23.3089
FBtr0086643	989	768.514	10	0.586393
FBtr0088911	4147	3926.51	16	0.183634
FBtr0100216	2260	2039.51	0	0
FBtr0088912	4311	4090.51	0	0
FBtr0333974	5089	4868.51	0	0
FBtr0333973	4986	4765.51	0	0
FBtr0075381	1180	959.514	316	14.8414
FBtr0299548	6195	5974.51	0	0
FBtr0330337	8881	8660.51	0	0
FBtr0330336	8851	8630.51	0	0
FBtr0302123	6457	6236.51	2.95033	0.0213191
FBtr0299549	8863	8642.51	0	0
FBtr0299552	6270	6049.51	0	0
FBtr0299547	3631	3410.51	1	0.0132136
FBtr0302124	6210	5989.51	0	0
FBtr0330335	8881	8660.51	0	0
FBtr0299550	6202	5981.51	0	0
FBtr0299551	10070	9849.51	10.0497	0.0459809
FBtr0339134	7573	7352.51	0	0
FBtr0299546	3476	3255.51	0	0
FBtr0339133	8681	8460.51	0	0
FBtr0346856	8881	8660.51	0	0
FBtr0070393	2955	2734.51	53	0.873447
FBtr0342765	2738	2517.51	0	0
FBtr0113070	3212	2991.51	59.0046	0.888865
FBtr0091456	1179	958.514	21	0.987328
FBtr0074982	2673	2452.51	0	0
FBtr0114530	391	176.465	17	4.34142
FBtr0081427	678	457.567	158	15.5612
FBtr0307498	636	415.653	0	0
FBtr0290326	3747	3526.51	162.857	2.08114
FBtr0289939	3827	3606.51	62.105	0.776032
FBtr0289940	3463	3242.51	32.1785	0.447223
FBtr0290327	2992	2771.51	447.981	7.28422
FBtr0300261	2928	2707.51	279.879	4.65844
FBtr0329891	3492	3271.51	2	0.02755
FBtr0301669	3492	3271.51	2	0.02755
FBtr0332808	1589	1368.51	9.39404	0.309345
FBtr0082113	1479	1258.51	388.606	13.9153
FBtr0334571	2135	1914.51	0	0
FBtr0084708	1187	966.514	8	0.373012
FBtr0084709	1127	906.514	0	0
FBtr0077916	3058	2837.51	303	4.81222
FBtr0077306	2749	2528.51	1094.52	19.5073
FBtr0344987	3209	2988.51	32.4839	0.489839
FBtr0302357	2296	2075.51	0	0
FBtr0302356	2428	2207.51	0	0
FBtr0070960	2096	1875.51	3	0.0720845
FBtr0344488	3830	3609.51	2.22261	0.0277495
FBtr0344489	4022	3801.51	0	0
FBtr0083467	524	304.3	0	0
FBtr0073644	896	675.514	0	0
FBtr0300901	524	304.3	70.0699	10.377
FBtr0339374	528	308.239	5.93006	0.866986
FBtr0083196	2629	2408.51	32	0.598744
FBtr0083194	2617	2396.51	0	0
FBtr0083195	2594	2373.51	0	0
FBtr0300423	2551	2330.51	0	0
FBtr0301127	728	507.567	0	0
FBtr0087985	612	391.694	3	0.345156
FBtr0334669	832	611.514	261.088	19.2407
FBtr0081564	977	756.514	93.9121	5.59429
FBtr0343525	5007	4786.51	724.799	6.824
FBtr0074042	4899	4678.51	628.384	6.05282
FBtr0074043	4707	4486.51	3171.41	31.8555
FBtr0474150	4899	4678.51	628.384	6.05282
FBtr0339483	4482	4261.51	0	0
FBtr0089380	5173	4952.51	0	0
FBtr0089379	5106	4885.51	0	0
FBtr0089381	5235	5014.51	0	0
FBtr0089382	5044	4823.51	0	0
FBtr0072083	1230	1009.51	182	8.12456
FBtr0085057	1025	804.514	0	0
FBtr0078352	1610	1389.51	129.282	4.19291
FBtr0078351	1573	1352.51	2558.72	85.2553
FBtr0114564	2230	2009.51	223.889	5.02092
FBtr0075949	4099	3878.51	26.7405	0.310702
FBtr0075948	4093	3872.51	545.26	6.34528
FBtr0302122	8340	8119.51	61.2959	0.340206
FBtr0112673	8694	8473.51	254.018	1.35095
FBtr0304957	10068	9847.51	12278.8	56.1914
FBtr0112672	8700	8479.51	0	0
FBtr0112674	8201	7980.51	238.304	1.34568
FBtr0339394	8191	7970.51	25.5802	0.14463
FBtr0345464	738	517.567	0	0
FBtr0080251	763	542.514	0	0
FBtr0345463	853	632.514	0	0
FBtr0083835	1419	1198.51	71	2.66966
FBtr0302892	603	382.732	0	0
FBtr0302893	642	421.611	0	0
FBtr0331994	428	211.092	0	0
FBtr0331993	331	124.337	0	0
FBtr0079714	337	129.181	0	0
FBtr0331725	6812	6591.51	636.13	4.34912
FBtr0112963	3981	3760.51	254.683	3.05206
FBtr0331723	3975	3754.51	145.535	1.74684
FBtr0071213	4400	4179.51	0	0
FBtr0112964	6507	6286.51	0.000733507	5.25818e-06
FBtr0071212	4205	3984.51	11.4193	0.129153
FBtr0331724	4238	4017.51	22.2323	0.249384
FBtr0082010	914	693.514	1698	110.337
FBtr0073845	4321	4100.51	3168.24	34.8194
FBtr0343352	4320	4099.51	57.1277	0.627993
FBtr0073844	4375	4154.51	1831	19.8614
FBtr0076084	1431	1210.51	4	0.148912
FBtr0089557	2073	1852.51	731	17.7827
FBtr0273231	4234	4013.51	3	0.033685
FBtr0077140	3441	3220.51	0	0
FBtr0077139	3482	3261.51	0	0
FBtr0077138	2428	2207.51	0	0
FBtr0273233	3171	2950.51	0	0
FBtr0113144	3580	3359.51	0	0
FBtr0113146	676	455.567	0	0
FBtr0273234	447	229.229	0	0
FBtr0077137	2212	1991.51	0	0
FBtr0273232	2992	2771.51	0	0
FBtr0334660	4719	4498.51	5132.22	51.4134
FBtr0334659	6145	5924.51	1427.83	10.8609
FBtr0081932	2357	2136.51	942.973	19.89
FBtr0081931	4950	4729.51	5410.98	51.5584
FBtr0076235	2532	2311.51	4.63539	0.0903713
FBtr0301365	1036	815.514	1.36461	0.0754081
FBtr0301432	2993	2772.51	115.212	1.87269
FBtr0333831	3439	3218.51	170.576	2.38838
FBtr0474142	2993	2772.51	115.212	1.87269
FBtr0333430	2263	2042.51	21	0.463335
FBtr0072842	2453	2232.51	0	0
FBtr0080591	2206	1985.51	64.0094	1.45282
FBtr0331498	295	96.7306	0	0
FBtr0346090	1868	1647.51	8.67113	0.237185
FBtr0073821	1488	1267.51	1887.33	67.102
FBtr0083720	687	466.567	368	35.5447
FBtr0082332	1642	1421.51	16	0.507235
FBtr0303034	1638	1417.51	44.9727	1.42976
FBtr0089923	1531	1310.51	40.2173	1.38297
FBtr0089924	1539	1318.51	0	0
FBtr0089922	1492	1271.51	43.2801	1.53394
FBtr0089921	1537	1316.51	723.237	24.7569
FBtr0303032	1476	1255.51	0	0
FBtr0089925	1820	1599.51	1718.75	48.4246
FBtr0303033	1709	1488.51	161.478	4.88879
FBtr0089920	1570	1349.51	118.415	3.95431
FBtr0302372	967	746.514	0	0
FBtr0088984	1690	1469.51	18	0.552
FBtr0329876	1413	1192.51	0	0
FBtr0088800	941	720.514	0	0
FBtr0080073	713	492.567	27	2.47024
FBtr0074324	2264	2043.51	14.1769	0.31264
FBtr0346948	1234	1013.51	1252.55	55.6935
FBtr0085180	2472	2251.51	60	1.20093
FBtr0075027	1008	787.514	0	0
FBtr0073619	3411	3190.51	136.578	1.92913
FBtr0073617	3014	2793.51	0	0
FBtr0303338	2784	2563.51	308.654	5.42597
FBtr0333796	2658	2437.51	0	0
FBtr0073615	3694	3473.51	587.333	7.62001
FBtr0303339	2986	2765.51	0	0
FBtr0303337	2945	2724.51	71.0134	1.17461
FBtr0345164	2622	2401.51	76.8143	1.44144
FBtr0333797	3028	2807.51	9.29215	0.149154
FBtr0073618	2948	2727.51	130.569	2.15731
FBtr0303336	2704	2483.51	87.5181	1.58808
FBtr0073616	3053	2832.51	11.2279	0.178636
FBtr0301812	364	152.402	872	257.85
FBtr0082073	3094	2873.51	4	0.0627317
FBtr0072195	1739	1518.51	0	0
FBtr0072196	1701	1480.51	2516	76.5841
FBtr0075247	1215	994.514	0	0
FBtr0073421	1634	1413.51	26836.2	855.581
FBtr0073423	1640	1419.51	52314.6	1660.82
FBtr0346384	1685	1464.51	86.1479	2.65089
FBtr0073422	1747	1526.51	139.624	4.12193
FBtr0073424	1853	1632.51	208.499	5.75556
FBtr0273405	1687	1466.51	1	0.0307294
FBtr0083081	1759	1538.51	0	0
FBtr0079734	968	747.514	0	0
FBtr0306916	853	632.514	0	0
FBtr0089947	2610	2389.51	6.71036	0.126554
FBtr0089946	2320	2099.51	45.8245	0.983603
FBtr0335501	2379	2158.51	0	0
FBtr0335146	2535	2314.51	0	0
FBtr0089945	2717	2496.51	0	0
FBtr0299971	762	541.514	279.312	23.2445
FBtr0340023	697	476.567	75.6877	7.15719
FBtr0087389	1072	851.514	0	0
FBtr0077664	3121	2900.51	0	0
FBtr0110903	4787	4566.51	53.409	0.527073
FBtr0077662	8297	8076.51	35.2006	0.196412
FBtr0329906	4265	4044.51	20.2385	0.225503
FBtr0335388	3266	3045.51	0	0
FBtr0077663	3410	3189.51	12.3887	0.175042
FBtr0335389	4628	4407.51	23.3542	0.238787
FBtr0077665	4854	4633.51	0	0
FBtr0112883	2525	2304.51	0	0
FBtr0329907	4787	4566.51	53.409	0.527073
FBtr0081424	1056	835.514	338.347	18.2494
FBtr0339564	1107	886.514	347.653	17.6726
FBtr0085158	784	563.514	75	5.99787
FBtr0100255	2123	1902.51	2	0.0473743
FBtr0072130	1458	1237.51	1	0.0364159
FBtr0330600	1768	1547.51	0	0
FBtr0344158	6007	5786.51	1559.7	12.1469
FBtr0082975	4227	4006.51	258.297	2.90532
FBtr0304678	4010	3789.51	0	0
FBtr0113259	1868	1647.51	9.2557	0.253175
FBtr0084017	1512	1291.51	698.744	24.3815
FBtr0300030	1281	1060.51	0	0
FBtr0332509	8094	7873.51	47.9983	0.274725
FBtr0080513	5920	5699.51	279.112	2.20689
FBtr0080514	5743	5522.51	364.89	2.9776
FBtr0071058	361	149.732	0	0
FBtr0085534	2340	2119.51	35.288	0.750293
FBtr0344976	2720	2499.51	7.91542	0.142712
FBtr0074364	964	743.514	0	0
FBtr0330109	10127	9906.51	1.99785	0.0090883
FBtr0330112	10184	9963.51	0.00107518	4.86306e-06
FBtr0330110	10202	9981.51	0	0
FBtr0330111	10271	10050.5	0	0
FBtr0330108	10184	9963.51	0.00107518	4.86306e-06
FBtr0070389	1638	1417.51	407	12.9392
FBtr0072554	5507	5286.51	901.313	7.68329
FBtr0344912	5513	5292.51	0	0
FBtr0087175	2693	2472.51	18222.4	332.129
FBtr0087173	1470	1249.51	12706	458.257
FBtr0290031	3875	3654.51	0	0
FBtr0290032	3820	3599.51	404.491	5.06414
FBtr0087176	1431	1210.51	0	0
FBtr0304837	771	550.514	0	0
FBtr0301407	3458	3237.51	1934.08	26.9218
FBtr0077447	2272	2051.51	438.332	9.62874
FBtr0077446	3664	3443.51	437.876	5.73047
FBtr0301408	3436	3215.51	97.4245	1.36539
FBtr0077448	3452	3231.51	1074.29	14.9815
FBtr0071848	1959	1738.51	1310	33.9573
FBtr0077586	1631	1410.51	22746.3	726.733
FBtr0339547	1595	1374.51	7.65604	0.251013
FBtr0070349	2341	2120.51	1714	36.4259
FBtr0113248	4034	3813.51	2726.73	32.2224
FBtr0083974	573	352.878	0	0
FBtr0073412	2385	2164.51	5309.96	110.553
FBtr0077220	590	369.77	0	0
FBtr0310534	1191	970.514	437.928	20.3349
FBtr0077112	1106	885.514	346.522	17.635
FBtr0310533	1045	824.514	35.5499	1.94303
FBtr0303900	922	701.514	0	0
FBtr0079813	819	598.514	0	0
FBtr0082387	7465	7244.51	1050	6.53162
FBtr0076211	1039	818.514	393	21.6375
